"","x"
"706",4.64918242036909
"707",4.66091179382882
"708",4.70990483752747
"709",4.70283384625531
"710",4.68196027268876
"711",4.69955865091344
"712",4.75606408804007
"713",4.83736566181873
"714",4.83401439261334
"715",4.85774175494934
"716",4.87291863442764
"717",4.8233870783691
"718",4.86572948121491
"719",4.87835986336333
"720",4.89847757400686
"721",4.89411965155872
"722",4.76843294834022
"723",4.53804475865307
"724",4.44601636381211
"725",4.50132592643748
"726",4.43157483372395
"727",4.38721181905586
"728",4.52585777642006
"729",4.58172691683703
"730",4.50079207403351
"731",4.55783168979132
"732",4.68193171380948
"733",4.72696702322774
"734",4.52472417546471
"735",4.31202945893099
"736",4.08704576351557
"737",4.11516360117669
"738",4.18127625566036
"739",4.14902636843373
"740",4.20612609467808
"741",4.28014241550783
"742",4.30767058360322
"743",4.20820089928476
"744",4.35119634541321
"745",4.36847458982925
"746",4.38316289829731
"747",4.43256696197469
"748",4.60154198399818
"749",4.65172465980641
"750",4.54946367769597
"751",3.81604953127393
"752",3.57605088552717
"753",4.06181824163676
"754",3.570842869806
"755",3.50298820889319
"756",3.51072575948435
"757",3.5848218284613
"758",3.72645604432884
"759",3.64764035441395
"760",3.69396575948531
"761",3.83497994615196
"762",3.88219193950361
"763",3.84179507602122
"764",3.68892644592887
"765",3.5946355365013
"766",3.37779028170585
"767",2.99179668704142
"768",3.1367533003937
"769",3.06391243031709
"770",3.17128662080827
"771",2.80975184265866
"772",3.38221934515736
"773",3.56119657467579
"774",3.59940808409638
"775",3.63895359902936
"776",3.54151618068934
"777",3.47787147161047
"778",3.58776811343695
"779",3.67336123122247
"780",3.57093482560295
"781",3.38312821699209
"782",3.41025532917582
"783",3.54430198656617
"784",3.40399611912716
"785",3.17313359020611
"786",3.08742764101149
"787",3.03714743971721
"788",3.06537033042885
"789",3.17491459659823
"790",3.16050301177077
"791",4.41674942080381
"792",4.56704854342263
"793",4.41268740753221
"794",3.00043086989916
"795",2.99307525797936
"796",3.0912678724352
"797",4.64003790761789
"798",4.85237004148294
"799",4.85718101325284
"800",4.84274458530988
"801",4.78600680144435
"802",4.70272000482615
"803",4.66799938172544
"804",3.43323780568046
"805",3.60292672828113
"806",3.45091828433431
"807",3.40583468579519
"808",3.45049428425512
"809",3.64607592910533
"810",3.85866208422969
"811",3.90735315776652
"812",3.94640087146402
"813",3.89357158474554
"814",3.84962994183698
"815",3.91554176148554
"816",3.92416370785352
"817",3.92106989943628
"818",3.96649103059268
"819",3.96033938666197
"820",3.82248928552051
"821",3.54125796224452
"822",3.59296411455965
"823",3.80252813210693
"824",3.85037835249887
"825",3.85958976059798
"826",3.75797360587402
"827",3.76916417288538
"828",3.53683618014755
"829",3.5736130797267
"830",3.63676159803166
"831",3.5960771046541
"832",3.64200878680356
"833",3.15401053540702
"834",3.23178100077069
"835",3.19605584739722
"836",3.2671157885488
"837",3.26445052185738
"838",3.13475157296999
"839",2.97240899032597
"840",3.47359258068598
"841",3.57712547414989
"842",3.77410193480993
"843",3.81096504519031
"844",3.82060616980315
"845",3.7868747352085
"846",3.75932121902413
"847",3.75987073560064
"848",3.70790068417913
"849",3.09072289825209
"850",3.14396946230005
"851",3.30155914305142
"852",3.34439370915103
"853",3.45511808322097
"854",3.52369957051474
"855",3.55953241525708
"856",3.5760322738529
"857",3.59766734796374
"858",3.59662399536111
"859",3.6408023758853
"860",4.19984252939902
"861",3.62974959558346
"862",3.67206558223841
"863",4.1787088611993
"864",4.21414426765922
"865",4.26721049644637
"866",3.7127640730063
"867",3.74933862406963
"868",4.23129650645026
"869",4.21871171424065
"870",3.675772514122
"871",3.64657949476222
"872",4.23296518306443
"873",4.31721351638096
"874",4.48453640496321
"875",4.51880304315028
"876",4.44627933553972
"877",3.69145808799034
"878",3.63463010773406
"879",3.58765467687252
"880",3.56890189237487
"881",3.66166174767075
"882",4.43020519709134
"883",4.340582377143
"884",4.23488785947036
"885",4.50191707553432
"886",4.59478441902744
"887",4.60813970182204
"888",4.67344102187004
"889",4.67832593085908
"890",4.50855011781714
"891",4.48031751109035
"892",4.59001517395467
"893",4.66564906596468
"894",4.69952007189816
"895",4.68700356372575
"896",4.66360652258071
"897",4.82950381031831
"898",4.82458469894686
"899",4.84332591096554
"900",4.89762297741396
"901",4.8465732993785
"902",4.82839897698649
"903",4.8180275501964
"904",4.83509022455364
"905",4.84104629040133
"906",4.79945999640591
"907",4.65961269325715
"908",4.46084075232867
"909",4.3926154325618
"910",4.5428767617422
"911",4.51819128179376
"912",4.46598569568053
"913",4.53903980596235
"914",4.5394302059947
"915",4.4538180657245
"916",4.49925926286615
"917",4.56588557222323
"918",4.30271877430081
"919",4.18221182122515
"920",4.10263687439078
"921",4.09033499095228
"922",4.07937769221871
"923",4.24043707473654
"924",4.24661324730382
"925",4.19517976716415
"926",4.38001328693832
"927",3.73635695913122
"928",4.3887980320226
"929",4.46173157115078
"930",4.48676370123355
"931",4.43779211574653
"932",4.37603666989095
"933",4.2810706132598
"934",4.15385213747266
"935",3.47947565089547
"936",3.49214303619719
"937",3.55487246600162
"938",3.67987373517657
"939",3.69442630733437
"940",3.71308762606219
"941",3.7002331612023
"942",3.70084018935788
"943",3.8331677129774
"944",3.87268347080442
"945",3.83340571238185
"946",3.75748723478491
"947",3.54234345017677
"948",3.03851665187284
"949",2.56073957002031
"950",3.12555485793513
"951",3.54567005090802
"952",3.51068489886885
"953",3.52083713004019
"954",3.60880265793016
"955",3.5639168541963
"956",3.54449619049344
"957",3.40784733678718
"958",3.36542085460514
"959",3.57652002698632
"960",3.74005747777556
"961",3.71571033528079
"962",3.53560087628045
"963",3.35725131184438
"964",3.31537280893648
"965",3.0692366761017
"966",2.96871858265694
"967",3.03009651444541
"968",3.09901081409913
"969",3.17670337269813
"970",3.16274881025693
"971",3.14801928945875
"972",4.43045577986287
"973",4.36510668382565
"974",4.27829588344767
"975",4.16008680817352
"976",2.93376381914753
"977",3.24783151419045
"978",4.72985355708155
"979",4.74088318074937
"980",4.83479064116399
"981",4.81666165005614
"982",4.79078691538491
"983",4.72666688922723
"984",4.68090925396651
"985",4.68641219505801
"986",3.87324089415446
"987",3.67584477613281
"988",3.74387614589923
"989",3.93713447307373
"990",3.98737758653588
"991",3.98106117532823
"992",3.9862928677276
"993",3.92955842735324
"994",3.85273948788872
"995",3.90375647004842
"996",3.99608934442161
"997",4.03229455255979
"998",3.92608595914101
"999",3.93206674467256
"1000",3.98750685644942
"1001",3.98686242413538
"1002",3.88621799585251
"1003",3.88474876703163
"1004",3.93852773977455
"1005",3.90208533601075
"1006",3.76803801798635
"1007",3.68091195588737
"1008",3.63346470645115
"1009",3.69630548623038
"1010",3.62139734263267
"1011",3.59848598929914
"1012",3.7323972415536
"1013",3.86536210030427
"1014",3.25688309371651
"1015",3.29031994825684
"1016",3.28225818327055
"1017",3.26301151562342
"1018",3.23857979098309
"1019",3.27436097046583
"1020",3.30069136270602
"1021",3.24526460237899
"1022",3.59828403582359
"1023",3.53430633311653
"1024",3.5307911871249
"1025",3.62161598516852
"1026",3.82496577396462
"1027",3.83725894116284
"1028",3.81029130517885
"1029",3.76203951990466
"1030",3.74020704003866
"1031",3.76650657495829
"1032",3.09883980666737
"1033",2.99095313834401
"1034",3.11503103775082
"1035",3.33987811340194
"1036",3.43272550094699
"1037",3.4750420586732
"1038",3.55566129782192
"1039",3.5879240538903
"1040",3.59962076667269
"1041",3.57680731213132
"1042",3.58358146997062
"1043",3.62660230965087
"1044",3.6010624628856
"1045",3.66382997099004
"1046",3.68885551649215
"1047",4.26585240018847
"1048",4.28467127975257
"1049",3.75234098839145
"1050",3.69729868506617
"1051",3.64768162611174
"1052",3.71138862417476
"1053",3.72515930457965
"1054",3.72532480504795
"1055",3.67734738781275
"1056",4.17880323957608
"1057",3.71939774760292
"1058",4.45498401964654
"1059",4.37532814493971
"1060",3.74903152383367
"1061",3.67378605208765
"1062",3.63073716272393
"1063",4.05770688111143
"1064",3.6199432199068
"1065",3.80741949224291
"1066",3.97773138646053
"1067",4.65238869720477
"1068",4.62144380213102
"1069",4.56239640995141
"1070",4.55348471128326
"1071",4.69352303103439
"1072",4.41823369495175
"1073",4.27772752773219
"1074",4.50135819230915
"1075",4.61376219911026
"1076",4.64146837289242
"1077",4.63380954319118
"1078",4.54976965993517
"1079",4.55710707909816
"1080",4.84763310578363
"1081",4.82876383268249
"1082",4.8568909499186
"1083",4.89366640324357
"1084",4.88128286213906
"1085",4.8319786212309
"1086",4.8519816610203
"1087",4.84533173652308
"1088",4.73585318246272
"1089",4.66075356402426
"1090",4.48625836213707
"1091",4.37118919396978
"1092",4.43754046301484
"1093",4.42656847979528
"1094",4.39509132133323
"1095",4.40438062820177
"1096",4.28489427302295
"1097",4.26963667717753
"1098",4.32790205774165
"1099",4.34171971237379
"1100",4.27275693312275
"1101",4.2333443613483
"1102",4.19112228472757
"1103",4.13754790138945
"1104",4.11969168161526
"1105",4.09151957138516
"1106",3.7921846951384
"1107",4.28300058274153
"1108",4.22180244621847
"1109",4.20510240928016
"1110",4.34295437287988
"1111",4.36260926088305
"1112",3.79159776263329
"1113",4.43896840953262
"1114",4.36361622922076
"1115",3.70876089463906
"1116",3.716417399687
"1117",4.28556139364741
"1118",4.19844771850939
"1119",4.30072406383963
"1120",3.7238124359656
"1121",3.67084373766734
"1122",3.70962001125942
"1123",3.70453413818637
"1124",3.66096176276267
"1125",3.66842022740102
"1126",3.66417869851896
"1127",3.71223787760116
"1128",3.78797042196142
"1129",3.8406394150466
"1130",3.52091155052174
"1131",3.18550811367888
"1132",3.45519786123106
"1133",3.36049290473622
"1134",3.36948722597488
"1135",3.76983818115742
"1136",3.72216431696078
"1137",3.64173981731905
"1138",3.60457671443133
"1139",3.66245111714075
"1140",3.60461046404194
"1141",3.412587472871
"1142",3.33864476955414
"1143",3.41983001715685
"1144",3.54442768073575
"1145",3.77449287237489
"1146",3.68466550048671
"1147",3.50601595256717
"1148",3.30460710252048
"1149",3.15012610553816
"1150",2.86910012325519
"1151",2.7966357356189
"1152",2.96016394931175
"1153",3.11127702907434
"1154",3.31318672478842
"1155",3.31894366690308
"1156",4.39793287578114
"1157",4.24227846459971
"1158",4.28671534725447
"1159",2.82522565111737
"1160",2.97745706007052
"1161",3.24448732143896
"1162",3.49364203493483
"1163",3.4515111890796
"1164",3.3054728063325
"1165",3.4252027667707
"1166",3.4441574824167
"1167",3.46994341656072
"1168",4.7309018660122
"1169",4.00839041767398
"1170",3.82361302466448
"1171",3.7388127500262
"1172",3.93997638177137
"1173",4.13599937404598
"1174",4.14677217761674
"1175",4.11344372622941
"1176",4.14953092267774
"1177",4.10058294196267
"1178",3.94538619240834
"1179",3.83371617611277
"1180",3.90248381062572
"1181",3.89055971520779
"1182",3.9076138814688
"1183",3.82418872650018
"1184",3.84857790246122
"1185",3.96674318558852
"1186",3.90227089129834
"1187",3.85338603393148
"1188",3.86289339393259
"1189",3.89207871305837
"1190",3.82756485776218
"1191",3.66027279861514
"1192",3.5836823417004
"1193",3.6224011590671
"1194",3.62308137654641
"1195",3.69973896819199
"1196",3.80170013914632
"1197",3.25830124214495
"1198",3.34526739940965
"1199",3.3760144946401
"1200",3.40484467097299
"1201",3.39009107173672
"1202",3.31553846163419
"1203",3.32309635286199
"1204",3.33333629032182
"1205",3.26989432780744
"1206",3.22408878056326
"1207",3.67202126341556
"1208",3.60660016970261
"1209",3.59810876015312
"1210",3.67339671272257
"1211",3.7890026449863
"1212",3.82228170679707
"1213",3.76887246896707
"1214",3.75947621229799
"1215",3.72444537077801
"1216",3.06854914839416
"1217",2.88897372470229
"1218",2.86839232364253
"1219",3.09559563716545
"1220",3.33645823223935
"1221",3.45831425043483
"1222",3.52332228609111
"1223",3.55933424864405
"1224",3.61280558562194
"1225",3.61899691581614
"1226",3.60321715981256
"1227",3.64791422163278
"1228",3.67706424382121
"1229",3.69457722879231
"1230",3.6820932881416
"1231",3.72153890284747
"1232",3.71232418574889
"1233",4.34438267614966
"1234",3.73445648967094
"1235",3.65237975318731
"1236",3.68572829373835
"1237",3.74996205215522
"1238",3.79518523495305
"1239",3.81402941152345
"1240",3.81056352518964
"1241",3.74113241138739
"1242",3.72795039016296
"1243",3.71644088898838
"1244",3.78604297872459
"1245",4.31143052727383
"1246",3.81606651490567
"1247",3.7804037648
"1248",4.23288383030686
